preds,labels,inputs,ids
"frozenset({'', 'restaurant-name=none', 'hotel-pricerange=cheap', 'restaurant-book people=1', 'restaurant-food=italian', 'hotel-name=finches bed and breakfast', 'train-arriveby=19:45', 'restaurant-book time=18:00', 'restaurant-book day=tuesday', 'hotel-stars=4', 'restaurant-book people=6', 'hotel-parking=yes', 'hotel-book people=1', 'restaurant-area=centre', 'train-departure=norwich', 'restaurant-pricerange=expensive', 'hotel-book day=thursday', 'hotel-name=hobsons house', 'train-day=saturday', 'hotel-type=guesthouse', 'restaurant-book day=saturday', 'restaurant-food=british', 'restaurant-food=none', 'restaurant-pricerange=none', 'hotel-internet=yes', 'hotel-book day=saturday', 'hotel-pricerange=moderate', 'train-book people=1', 'restaurant-name=caffe uno', 'hotel-parking=none', 'hotel-', 'train-destination=cambridge', 'hotel-name=', 'hotel-book stay=4', 'restaurant-area=none', 'hotel-pricerange=dontcare', 'hotel-area=west', 'restaurant-name=taj tandoori restaurant', 'hotel-book stay=5', 'hotel-book stay=2', 'hotel-name=acorn guest house', 'restaurant-name=tandoori palace', 'hotel-area=north'})","frozenset({'hotel-pricerange=cheap', 'restaurant-food=italian', 'hotel-name=finches bed and breakfast', 'train-arriveby=19:45', 'hotel-stars=4', 'hotel-parking=yes', 'restaurant-area=centre', 'restaurant-pricerange=expensive', 'train-day=saturday', 'hotel-type=guesthouse', 'hotel-internet=yes', 'hotel-pricerange=moderate', 'restaurant-name=caffe uno', 'hotel-parking=none', 'train-destination=cambridge', 'hotel-name=acorn guest house', 'hotel-area=west', 'train-departure=norwich', 'hotel-area=north'})","['hotel-stars= 4| hotel-parking= none| restaurant-food= italian| restaurant-name= caffe uno| restaurant-area= centre| restaurant-pricerange= expensive| hotel-area= north| hotel-internet= yes| hotel-pricerange= moderate| hotel-name= acorn guest house', '', 'hotel-area= west', 'hotel-area= west| hotel-pricerange= cheap| hotel-type= guesthouse', 'hotel-name= finches bed and breakfast| hotel-type= guesthouse| hotel-parking= yes| hotel-pricerange= cheap| hotel-area= west', 'hotel-area= west| hotel-name= finches bed and breakfast| hotel-type= guesthouse| hotel-parking= yes| hotel-pricerange= cheap', 'hotel-name= finches bed and breakfast| hotel-pricerange= cheap| hotel-type= guesthouse| hotel-area= west| hotel-parking= yes', 'train-arriveby= 19:45| hotel-area= west| hotel-pricerange= cheap| hotel-parking= yes| train-departure= norwich| hotel-type= guesthouse| train-destination= cambridge| hotel-name= finches bed and breakfast| train-day= saturday']","['PMUL4926.json', 'PMUL1705.json', 'PMUL1705.json', 'PMUL1705.json', 'PMUL1705.json', 'PMUL1705.json', 'PMUL1705.json', 'PMUL1705.json']"
"frozenset({'restaurant-name=none', '', 'hotel-pricerange=cheap', 'attraction-area=centre', 'train-arriveby=18:00', 'hotel-name=finches bed and breakfast', 'attraction-name=cherry hinton hall and grounds', 'train-arriveby=19:45', 'restaurant-book time=18:00', 'restaurant-book day=tuesday', 'hotel-stars=4', 'train-leaveat=18:00', 'restaurant-book people=6', 'hotel-parking=yes', 'hotel-book people=1', 'hotel-name=huntingdon marriott hotel', 'attraction-name=nusha', 'restaurant-area=centre', 'hotel-book people=4', 'restaurant-pricerange=expensive', 'hotel-book day=thursday', 'train-departure=london liverpool street', 'attraction-type=entertainment', 'train-day=saturday', 'hotel-type=guesthouse', 'restaurant-food=british', 'train-departure=london liverpool street=none', 'restaurant-food=none', 'train-day', 'restaurant-pricerange=none', 'hotel-internet=yes', 'train-departure=cambridge', 'train-departure=08:00', 'hotel-type=hotel', 'hotel-book day=saturday', 'hotel-name=the allenbell', 'train-depart', 'hotel-pricerange=moderate', 'hotel-area=dontcare', 'hotel-', 'train-destination=cambridge', 'hotel-area=dontcare -s=', 'hotel-name=acorn guest house', 'train-departure=none', 'restaurant-area=none', 'hotel-pricerange=dontcare', 'hotel-name=alexander bed and breakfast', 'hotel-area=west', 'train-day=thursday', 'restaurant-name=taj tandoori restaurant', 'train-book people=1', 'hotel-book stay=2', 'train-departure=norwich', 'hotel-book stay=5', 'restaurant-name=tandoori palace'})","frozenset({'hotel-pricerange=cheap', 'hotel-parking=yes', 'hotel-type=hotel', 'attraction-name=nusha', 'hotel-name=finches bed and breakfast', 'train-arriveby=19:45', 'attraction-type=entertainment', 'train-day=saturday', 'hotel-pricerange=dontcare', 'hotel-type=guesthouse', 'hotel-area=west', 'hotel-pricerange=$100', 'hotel-name=arbury lodge guesthouses', 'train-destination=cambridge', 'train-departure=norwich', 'hotel-stars=4', 'hotel-internet=yes'})","['hotel-name= finches bed and breakfast| train-departure= norwich| train-day= saturday| hotel-parking= yes| train-arriveby= 19:45| hotel-pricerange= cheap| hotel-type= guesthouse| hotel-area= west| train-destination= cambridge', '', 'attraction-type= entertainment', 'attraction-type= entertainment', 'hotel-stars= 4| hotel-type= hotel| attraction-name= nusha| attraction-type= entertainment', 'hotel-stars= 4| hotel-type= guesthouse| attraction-type= entertainment| hotel-internet= yes| attraction-name= nusha', 'hotel-type= guesthouse| hotel-pricerange= $100| hotel-internet= yes| attraction-name= nusha| hotel-stars= 4| attraction-type= entertainment', 'attraction-type= entertainment| hotel-stars= 4| hotel-internet= yes| hotel-pricerange= dontcare| hotel-type= guesthouse| attraction-name= nusha']","['PMUL1705.json', 'MUL2677.json', 'MUL2677.json', 'MUL2677.json', 'MUL2677.json', 'MUL2677.json', 'MUL2677.json', 'MUL2677.json']"
"frozenset({'restaurant-name=none', '', 'hotel-name=cambridge belfry', 'hotel-book people=6', 'restaurant-book time=18:00', 'hotel-area=dontcare sts sts sts sts s s s s s s s s s', 'restaurant-book day=tuesday', 'hotel-name=the arbury lodge guesthouse', 'hotel-stars=4', 'restaurant-book people=6', 'hotel-name=arbury lodge guesthouse', 'hotel-parking=yes', 'hotel-name=huntingdon marriott hotel', 'hotel-book people=1', 'hotel-internet=', 'attraction-name=nusha', 'taxi-leaveat=11:30', 'restaurant-area=centre', 'restaurant-pricerange=expensive', 'taxi-destination=arbury lodge guesthouse', 'hotel-book day=thursday', 'attraction-type=entertainment', 'hotel-type=guesthouse', 'restaurant-food=british', 'restaurant-food=none', 'taxi-leaveat=08:00', 'hotel-price', 'restaurant-pricerange=none', 'hotel-internet=yes', 'hotel-type=hotel', 'hotel-pricerange=moderate', 'taxi-destination=nusha', 'taxi-departure=arbury lodge guesthouse', 'hotel-area=dontcare', 'hotel-', 'taxi-departure=nusha', 'hotel-name=', 'hotel-book day=tuesday', 'hotel-book stay=4', 'hotel-name=ashley hotel', 'restaurant-area=none', 'hotel-pricerange=dontcare', 'hotel-type=dontcare', 'hotel-area=west', 'restaurant-name=taj tandoori restaurant', 'hotel-book stay=5', 'taxi-leaveat=04:45', 'restaurant-name=tandoori palace', 'hotel-area=north'})","frozenset({'hotel-name=the arbury lodge guesthouse', 'hotel-stars=4', 'hotel-parking=yes', 'hotel-name=huntingdon marriott hotel', 'hotel-book people=1', 'attraction-name=nusha', 'taxi-leaveat=11:30', 'restaurant-pricerange=expensive', 'taxi-destination=arbury lodge guesthouse', 'hotel-book day=thursday', 'attraction-type=entertainment', 'hotel-type=guesthouse', 'hotel-internet=yes', 'hotel-type=hotel', 'taxi-destination=nusha', 'taxi-departure=arbury lodge guesthouse', 'taxi-departure=nusha', 'hotel-book stay=4', 'restaurant-area=west', 'hotel-pricerange=dontcare', 'hotel-area=west'})","['hotel-name= arbury lodge guesthouses| hotel-type= guesthouse| attraction-name= nusha| attraction-type= entertainment| hotel-stars= 4| hotel-pricerange= dontcare| hotel-internet= yes', 'attraction-name= nusha| hotel-pricerange= dontcare| attraction-type= entertainment| taxi-departure= arbury lodge guesthouse| hotel-name= the arbury lodge guesthouse| hotel-stars= 4| hotel-type= guesthouse| taxi-destination= nusha| hotel-internet= yes', 'attraction-type= entertainment| taxi-leaveat= 11:30| taxi-destination= arbury lodge guesthouse| attraction-name= nusha| hotel-pricerange= dontcare| hotel-stars= 4| hotel-type= guesthouse| hotel-name= the arbury lodge guesthouse| taxi-departure= nusha| hotel-internet= yes', '', 'hotel-internet= yes| hotel-type= hotel', 'hotel-type= hotel| hotel-internet= yes| hotel-area= west| hotel-pricerange= dontcare', 'hotel-parking= yes| hotel-pricerange= dontcare| hotel-area= west| hotel-name= huntingdon marriott hotel| hotel-internet= yes| hotel-type= hotel', 'hotel-name= huntingdon marriott hotel| hotel-area= west| hotel-type= hotel| hotel-pricerange= dontcare| hotel-book people= 1| hotel-book day= thursday| hotel-book stay= 4| hotel-internet= yes']","['MUL2677.json', 'MUL2677.json', 'MUL2677.json', 'PMUL0436.json', 'PMUL0436.json', 'PMUL0436.json', 'PMUL0436.json', 'PMUL0436.json']"
"frozenset({'', 'restaurant-area=dontcare', 'restaurant-name=hakka', 'restaurant-book people=1', 'restaurant-book day', 'restaurant-book time=18:00', 'hotel-stars=4', 'restaurant-book time=17:00', 'hotel-book people=1', 'hotel-name=huntingdon marriott hotel', 'hotel-parking=yes', 'hotel-stars=', 'restaurant-area=centre', 'restaurant-pricerange=expensive', 'hotel-book day=thursday', 'restaurant-food=british', 'restaurant-food=americas', 'restaurant-book time=12:15', 'hotel-internet=yes', 'restaurant-name=huntingdon marriott hotel', 'hotel-type=hotel', 'restaurant-food=indian', 'hotel-', 'hotel-stars=dontcare', 'restaurant-name=gourmet burger kitchen', 'hotel-book stay=4', 'restaurant-area=west', 'restaurant-book day=thursday', 'hotel-pricerange=dontcare', 'hotel-park', 'hotel-area=west', 'restaurant-food=chinese', 'restaurant-food=american', 'hotel-name=huntingdon'})","frozenset({'hotel-book stay=4', 'hotel-book people=1', 'hotel-name=huntingdon marriott hotel', 'hotel-type=hotel', 'restaurant-area=west', 'restaurant-area=dontcare', 'restaurant-book people=1', 'restaurant-area=centre', 'restaurant-book day=thursday', 'restaurant-pricerange=expensive', 'hotel-book day=thursday', 'hotel-pricerange=dontcare', 'hotel-area=west', 'restaurant-food=american', 'restaurant-food=chinese', 'restaurant-food=americas', 'restaurant-book time=12:15', 'hotel-internet=yes'})","['hotel-type= hotel| hotel-book stay= 4| hotel-name= huntingdon marriott hotel| hotel-book day= thursday| restaurant-area= west| restaurant-pricerange= expensive| hotel-internet= yes| hotel-area= west| hotel-book people= 1| hotel-pricerange= dontcare', 'restaurant-food= chinese| hotel-type= hotel| hotel-pricerange= dontcare| hotel-book day= thursday| hotel-name= huntingdon marriott hotel| hotel-book people= 1| restaurant-area= west| hotel-area= west| restaurant-pricerange= expensive| hotel-internet= yes| hotel-book stay= 4', 'hotel-book stay= 4| restaurant-pricerange= expensive| hotel-name= huntingdon marriott hotel| hotel-book day= thursday| hotel-pricerange= dontcare| hotel-internet= yes| hotel-area= west| hotel-book people= 1| restaurant-area= west| restaurant-food= americas| hotel-type= hotel', 'hotel-book stay= 4| hotel-book people= 1| hotel-internet= yes| restaurant-area= dontcare| hotel-book day= thursday| restaurant-food= american| hotel-area= west| hotel-name= huntingdon marriott hotel| hotel-type= hotel| hotel-pricerange= dontcare| restaurant-pricerange= expensive', 'hotel-name= huntingdon marriott hotel| hotel-book day= thursday| hotel-pricerange= dontcare| restaurant-area= west| hotel-internet= yes| hotel-book people= 1| hotel-book stay= 4| restaurant-pricerange= expensive| restaurant-food= chinese| hotel-type= hotel| hotel-area= west', 'hotel-area= west| hotel-book people= 1| hotel-name= huntingdon marriott hotel| hotel-book day= thursday| hotel-book stay= 4| hotel-pricerange= dontcare| hotel-type= hotel| hotel-internet= yes| restaurant-food= chinese| restaurant-pricerange= expensive| restaurant-area= dontcare', 'hotel-book people= 1| restaurant-pricerange= expensive| restaurant-food= american| hotel-name= huntingdon marriott hotel| hotel-pricerange= dontcare| restaurant-book people= 1| hotel-type= hotel| restaurant-area= centre| hotel-internet= yes| restaurant-book day= thursday| hotel-book day= thursday| hotel-book stay= 4| restaurant-book time= 12:15| hotel-area= west', 'hotel-pricerange= dontcare| hotel-type= hotel| hotel-book stay= 4| restaurant-book day= thursday| hotel-internet= yes| restaurant-food= american| restaurant-pricerange= expensive| restaurant-book time= 12:15| restaurant-area= centre| hotel-name= huntingdon marriott hotel| hotel-area= west| hotel-book people= 1| hotel-book day= thursday| restaurant-book people= 1']","['PMUL0436.json', 'PMUL0436.json', 'PMUL0436.json', 'PMUL0436.json', 'PMUL0436.json', 'PMUL0436.json', 'PMUL0436.json', 'PMUL0436.json']"
"frozenset({'restaurant-name=none', '', 'hotel-pricerange=cheap', 'train-destination=stevenage', 'hotel-name=cambridge belfry', 'hotel-book people=6', 'restaurant-book time=18:00', 'train-book people=6', 'train-le', 'restaurant-book day=tuesday', 'train-leaveat=20:30', 'hotel-stars=4', 'restaurant-book people=6', 'hotel-parking=yes', 'hotel-name=huntingdon marriott hotel', 'restaurant-area=centre', 'restaurant-pricerange=expensive', 'hotel-book day=thursday', 'hotel-pricerange', 'hotel-area', 'restaurant-food=british', 'hotel-type=guesthouse', 'hotel-book people=5', 'train-day=saturday', 'restaurant-food=none', 'restaurant-pricerange=none', 'train-day=wednesday', 'hotel-internet=yes', 'train-departure=cambridge', 'hotel-type=hotel', 'hotel-book day=saturday', 'hotel-area=dontcare', 'train-destination=ely', 'hotel-book stay=4', 'restaurant-area=none', 'hotel-pricerange=dontcare', 'hotel-area=centre', 'train-leaveat=20', 'restaurant-name=taj tandoori restaurant', 'hotel-book stay=5', 'restaurant-name=tandoori palace', 'hotel-name=huntingdon'})","frozenset({'hotel-book stay=4', 'hotel-pricerange=cheap', 'hotel-type=hotel', 'hotel-book day=saturday', 'hotel-name=cambridge belfry', 'hotel-book people=6', 'train-day=wednesday', 'train-destination=ely', 'train-departure=cambridge', 'train-leaveat=20:30', 'hotel-stars=4', 'hotel-internet=yes'})","['', 'hotel-stars= 4| hotel-internet= yes| hotel-type= hotel', 'hotel-pricerange= cheap| hotel-stars= 4| hotel-internet= yes| hotel-type= hotel', 'hotel-name= cambridge belfry| hotel-book day= saturday| hotel-book people= 6| hotel-stars= 4| hotel-type= hotel| hotel-internet= yes| hotel-pricerange= cheap| hotel-book stay= 4', 'hotel-book day= saturday| hotel-name= cambridge belfry| train-departure= cambridge| hotel-internet= yes| hotel-book people= 6| hotel-type= hotel| train-leaveat= 20:30| hotel-book stay= 4| hotel-stars= 4| hotel-pricerange= cheap', 'train-leaveat= 20:30| hotel-book people= 6| hotel-book day= saturday| hotel-internet= yes| train-day= wednesday| hotel-type= hotel| hotel-book stay= 4| hotel-stars= 4| hotel-name= cambridge belfry| train-departure= cambridge| hotel-pricerange= cheap', 'hotel-name= cambridge belfry| train-departure= cambridge| hotel-book day= saturday| hotel-internet= yes| hotel-type= hotel| hotel-stars= 4| hotel-book people= 6| train-day= wednesday| hotel-book stay= 4| hotel-pricerange= cheap| train-leaveat= 20:30| train-destination= ely', 'hotel-book people= 6| hotel-stars= 4| hotel-book stay= 4| hotel-name= cambridge belfry| hotel-internet= yes| train-day= wednesday| train-leaveat= 20:30| train-destination= ely| train-departure= cambridge| hotel-book day= saturday| hotel-pricerange= cheap| hotel-type= hotel']","['PMUL1644.json', 'PMUL1644.json', 'PMUL1644.json', 'PMUL1644.json', 'PMUL1644.json', 'PMUL1644.json', 'PMUL1644.json', 'PMUL1644.json']"
"frozenset({'restaurant-name=none', '', 'restaurant-name=yippee noodle bar', 'restaurant-book time=18:00', 'restaurant-name=bedouin', 'restaurant-book day=tuesday', 'hotel-name=cityroomz hotel', 'hotel-stars=4', 'restaurant-area=centre of bedouin', 'restaurant-book people=6', 'hotel-parking=yes', 'restaurant-area=centre', 'restaurant-pricerange=expensive', 'restaurant-food=british', 'hotel-type=guesthouse', 'restaurant-food=none', 'restaurant-pricerange=none', 'hotel-internet=yes', 'restaurant-area=centre of archaelogy and anthropology', 'hotel-pricerange=moderate', 'attraction-name=clare college', 'restaurant-name=', 'hotel-', 'restaurant-food=african', 'hotel-name=cityroomz', 'restaurant-area=centre nandos city centre', 'restaurant-area=none', 'restaurant-book day=thursday', 'restaurant-area=centre noodle bar', 'hotel-area=centre', 'hotel-park', 'attraction-type=guesthouse', 'restaurant-name=taj tandoori restaurant', 'restaurant-food=chinese', 'restaurant-name=tandoori palace'})","frozenset({'', 'restaurant-book time=11:15', 'restaurant-area=centre', 'hotel-pricerange=moderate', 'attraction-name=clare college', 'hotel-area=centre', 'restaurant-name=bedouin', 'restaurant-food=african', 'hotel-name=cityroomz', 'restaurant-book day=sunday', 'restaurant-book people=7'})","['', '', 'hotel-pricerange= moderate| hotel-area= centre', 'hotel-area= centre| hotel-name= cityroomz| hotel-pricerange= moderate', 'hotel-area= centre| hotel-pricerange= moderate| attraction-name= clare college| hotel-name= cityroomz', '', 'restaurant-area= centre', 'restaurant-area= centre| restaurant-food= african']","['PMUL4508.json', 'PMUL4508.json', 'PMUL4508.json', 'PMUL4508.json', 'PMUL4508.json', 'PMUL0644.json', 'PMUL0644.json', 'PMUL0644.json']"
"frozenset({'train-destination=stevenage', '', 'restaurant-name=none', 'restaurant-book time=11:15', 'train-day=monday', 'train-leaveat=dontcare', 'train-arriveby=19:45', 'train-departure=eraina', 'train-departure=kings lynn', 'restaurant-name=bedouin', 'restaurant-book time=18:00', 'restaurant-book day=tuesday', 'train-arriveby=11:15', 'restaurant-book people=6', 'train-destination=kings lynn', 'restaurant-area=centre', 'restaurant-pricerange=expensive', 'train-arriveby=kings lynn', 'restaurant-food=british', 'restaurant-food=none', 'train-day=sunday', 'restaurant-pricerange=none', 'train-leaveat=11:15', 'restaurant-book people=7', 'train-departure=08:00', 'restaurant-pricerange', 'restaurant-food=african', 'train-book people=7', 'restaurant-pricerange=dontcare', 'train-destination=bedouin', 'restaurant-area=none', 'restaurant-pricerange=moderate', 'restaurant-name=taj tandoori restaurant', 'train-departure=cambridge', 'restaurant-name=tandoori palace', 'restaurant-book day=sunday'})","frozenset({'', 'train-destination=kings lynn', 'restaurant-book time=11:15', 'train-day=monday', 'restaurant-area=centre', 'train-arriveby=19:45', 'restaurant-name=bedouin', 'restaurant-food=african', 'train-departure=cambridge', 'restaurant-book day=sunday', 'restaurant-book people=7'})","['restaurant-book day= sunday| restaurant-book time= 11:15| restaurant-area= centre| restaurant-book people= 7| restaurant-food= african| restaurant-name= bedouin', 'restaurant-food= african| restaurant-book time= 11:15| train-departure= cambridge| restaurant-name= bedouin| restaurant-book people= 7| restaurant-book day= sunday| restaurant-area= centre| train-arriveby= 19:45', 'restaurant-name= bedouin| train-destination= kings lynn| restaurant-book day= sunday| restaurant-area= centre| train-arriveby= 19:45| restaurant-food= african| restaurant-book people= 7| train-day= monday| train-departure= cambridge| restaurant-book time= 11:15', 'restaurant-food= african| restaurant-book people= 7| train-day= monday| restaurant-book day= sunday| restaurant-name= bedouin| train-destination= kings lynn| restaurant-book time= 11:15| train-departure= cambridge| restaurant-area= centre| train-arriveby= 19:45', 'restaurant-name= bedouin| restaurant-book day= sunday| restaurant-book people= 7| restaurant-book time= 11:15| train-day= monday| train-departure= cambridge| train-arriveby= 19:45| restaurant-area= centre| restaurant-food= african| train-destination= kings lynn', '', '', '']","['PMUL0644.json', 'PMUL0644.json', 'PMUL0644.json', 'PMUL0644.json', 'PMUL0644.json', 'SNG0158.json', 'SNG0158.json', 'SNG0158.json']"
"frozenset({'restaurant-name=none', '', 'attraction-area=centre', 'hotel-pricerange=cheap', 'train-lea', 'train-day=monday', 'train-arriveby=ely', 'restaurant-book people=8', 'restaurant-name=chiquito restaurant bar', 'restaurant-book time=18:00', 'restaurant-food=mexican', 'restaurant-name=chiquito restaurant and 09:30', 'train-departure=broxbourne', 'hotel-book day=monday', 'train-leaveat=ely', 'restaurant-book day=tuesday', 'hotel-stars=00', 'train-departure=london liverpool street st kings cross', 'hotel-stars=4', 'train-arriveby=09:30', 'restaurant-book people=6', 'hotel-book people=1', 'hotel-parking=yes', 'train-arriveby=cambridge', 'restaurant-area=centre', 'restaurant-pricerange=expensive', 'restaurant-pricerange=cheap', 'train-departure=london liverpool street', 'hotel-book people=8', 'restaurant-food=british', 'restaurant-name=chinese', 'train-arriveby=11:30', 'restaurant-food=none', 'hotel-name=city centre north bed and breakfast', 'restaurant-pricerange=none', 'attraction-type=museum', 'train', 'hotel-internet=yes', 'hotel-name=avalon guesthouse', 'hotel-type=hotel', 'hotel-stars=09:30', 'train-book people=8', 'train-arriveby=saturday', 'hotel-pricerange=moderate', 'restaurant-pricerange=', 'attraction-name=emmanuel college shaddai', 'train-destination=cambridge', 'train-departure=ely', 'restaurant-area=south', 'restaurant-area=none', 'train-day=tuesday', 'attraction-name=el shaddai shaddai shaddai shaddai shaddai -s=ely', 'hotel-area=centre', 'train-day=thursday', 'restaurant-pricerange=moderate', 'restaurant-book day=monday', 'restaurant-name=taj tandoori restaurant', 'train-book people=1', 'hotel-book stay=2', 'train-leaveat=09:30', 'restaurant-book time=19:30', 'restaurant-name=tandoori palace'})","frozenset({'', 'train-day=monday', 'train-book people=8', 'restaurant-name=chiquito restaurant bar', 'restaurant-food=mexican', 'train-departure=broxbourne', 'train-destination=cambridge', 'train-departure=ely', 'train-leaveat=09:30', 'restaurant-area=south'})","['', '', 'train-destination= cambridge| train-leaveat= 09:30', 'train-departure= ely| train-destination= cambridge| train-leaveat= 09:30', 'train-destination= cambridge| train-day= monday| train-departure= broxbourne| train-leaveat= 09:30', 'train-destination= cambridge| train-departure= ely| train-leaveat= 09:30| train-book people= 8| train-day= monday', 'train-departure= ely| train-day= monday| train-book people= 8| restaurant-area= south| train-destination= cambridge| train-leaveat= 09:30| restaurant-food= mexican', 'restaurant-food= mexican| train-destination= cambridge| train-leaveat= 09:30| restaurant-area= south| train-book people= 8| restaurant-name= chiquito restaurant bar| train-departure= ely| train-day= monday']","['SNG0158.json', 'PMUL3104.json', 'PMUL3104.json', 'PMUL3104.json', 'PMUL3104.json', 'PMUL3104.json', 'PMUL3104.json', 'PMUL3104.json']"
"frozenset({'restaurant-name=none', '', 'attraction-area=centre', 'restaurant-food=saturday', 'restaurant-book people=1', 'train-arriveby=08:00', 'restaurant-book time=18:00', 'restaurant-book time=13:15', 'taxi-leaveat=02:30', 'restaurant-book time=12:30', 'restaurant-book day=tuesday', 'restaurant-book people=6', 'restaurant-area=centre', 'taxi-leaveat=11:30', 'restaurant-pricerange=expensive', 'restaurant-name=the junction restaurant saturday', 'restaurant-area', 'attraction-name=the junction s yard', 'taxi-departure=little saint mary s church', 'restaurant-food=british', 'train-arriveby=11:30', 'train-', 'restaurant-food=none', 'attraction-type=museum', 'restaurant-pricerange=none', 'restaurant-name=little saint marys church', 'taxi-departure=little saint marys church', 'attraction-name=the junction', 'taxi-arriveby=02:30', 'train-leaveat=11:30', 'train-destination=cambridge', 'train-departure=ely', 'taxi-leaveat=13:15', 'restaurant-name=little saint mary s church', 'taxi-arriveby=13:15', 'restaurant-area=none', 'restaurant-food=scottish', 'train-day=thursday', 'taxi-destination=camboats', 'restaurant-name=taj tandoori restaurant', 'train-book people=1', 'restaurant-food=chinese', 'restaurant-name=tandoori palace'})","frozenset({'', 'train-arriveby=09:30', 'train-day=tuesday', 'train-destination=cambridge', 'taxi-departure=little saint mary s church', 'taxi-destination=camboats', 'taxi-arriveby=13:15', 'train-departure=ely', 'train-book people=7', 'taxi-departure=little saint marys church'})","['', '', 'taxi-destination= camboats| taxi-departure= little saint mary s church', 'taxi-destination= camboats| taxi-departure= little saint marys church| taxi-arriveby= 13:15', 'taxi-destination= camboats| taxi-departure= little saint marys church| taxi-arriveby= 13:15', '', '', 'train-destination= cambridge| train-departure= ely']","['SNG1221.json', 'SNG1221.json', 'SNG1221.json', 'SNG1221.json', 'SNG1221.json', 'MUL1914.json', 'MUL1914.json', 'MUL1914.json']"
"frozenset({'', 'restaurant-name=none', 'train-destination=stevenage', 'attraction-area=centre', 'train-leaveat=dontcare', 'hotel-pricerange=expensive', 'restaurant-book time=18:00', 'hotel-name=cityroomz hotel', 'restaurant-book day=tuesday', 'hotel', 'train-leaveat=15:15', 'hotel-stars=4', 'train-arriveby=09:30', 'restaurant-book people=6', 'hotel-parking=yes', 'train-arriveby=cambridge', 'hotel-book people=1', 'restaurant-area=centre', 'restaurant-pricerange=expensive', 'hotel-book day=wednesday', 'train-arriveby=', 'restaurant-food=british', 'train-leaveat', 'restaurant-food=none', 'restaurant-pricerange=none', 'attraction-type=museum', 'train-day=', 'train-day=wednesday', 'hotel-internet=yes', 'train-leaveat=', 'hotel-type=hotel', 'hotel-stars=09:30', 'hotel-book people=7', 'hotel-pricerange=moderate', 'hotel-stars=0', 'train-book people=1', 'attraction-name=ruskin gallery', 'train-departure=birmingham new street', 'attraction-area=west saturday', 'hotel-', 'train-destination=cambridge', 'train-departure=ely', 'attraction-name=the junction saturday', 'train-leaveat=05:01', 'train-book people=7', 'train-departure=none', 'hotel-book day=tuesday', 'restaurant-area=none', 'train-day=tuesday', 'attraction-name=the junction lynn-internet=yes', 'hotel-area=centre', 'train-arriveby=15:15', 'train-day=thursday', 'restaurant-name=taj tandoori restaurant', 'train-departure=cambridge', 'hotel-book stay=2', 'hotel-name=a and b guest house', 'restaurant-name=tandoori palace'})","frozenset({'train-arriveby=09:30', 'train-day=tuesday', 'restaurant-area=centre', 'restaurant-book people=5', 'restaurant-pricerange=cheap', 'attraction-name=ruskin gallery', 'train-departure=birmingham new street', 'restaurant-food=portuguese', 'restaurant-book day=wednesday', 'restaurant-book time=20:30', 'train-destination=cambridge', 'train-departure=ely', 'train-day=wednesday', 'train-leaveat=15:15', 'train-book people=7'})","['train-arriveby= 09:30| train-day= tuesday| train-departure= ely| train-destination= cambridge| train-book people= 7', 'train-book people= 7| train-arriveby= 09:30| train-departure= ely| train-destination= cambridge| attraction-name= ruskin gallery| train-day= tuesday', 'train-arriveby= 09:30| train-book people= 7| train-destination= cambridge| attraction-name= ruskin gallery| train-day= tuesday| train-departure= ely', '', 'train-leaveat= 15:15', 'train-destination= cambridge| train-departure= birmingham new street| train-leaveat= 15:15', 'train-leaveat= 15:15| train-day= wednesday| train-departure= birmingham new street| train-destination= cambridge', 'train-day= wednesday| train-departure= birmingham new street| train-destination= cambridge| train-leaveat= 15:15']","['MUL1914.json', 'MUL1914.json', 'MUL1914.json', 'PMUL0741.json', 'PMUL0741.json', 'PMUL0741.json', 'PMUL0741.json', 'PMUL0741.json']"
